;item_id;questionnaire;code;text;latent_variable;answers;participant;created;given_answer;reverse_coded;personal_goal;goal_id;goal
902;902;goal_characteristics_questionnaire_item_2;gcq_10;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel sollte zu einem bestimmten Zeitpunkt erreicht sein. (2/32)</p>";zeitliche Spezifizität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 15:59:46.399868+00:00;1;False;;442;karte fertig machen
903;903;goal_characteristics_questionnaire_item_2;gcq_10;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel sollte zu einem bestimmten Zeitpunkt erreicht sein. (2/32)</p>";zeitliche Spezifizität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 15:59:46.407406+00:00;0.39;False;;446;schwimmen
904;904;goal_characteristics_questionnaire_item_2;gcq_10;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel sollte zu einem bestimmten Zeitpunkt erreicht sein. (2/32)</p>";zeitliche Spezifizität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 15:59:46.415004+00:00;1;False;;444;foto
905;905;goal_characteristics_questionnaire_item_2;gcq_10;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel sollte zu einem bestimmten Zeitpunkt erreicht sein. (2/32)</p>";zeitliche Spezifizität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 15:59:46.425974+00:00;1;False;;445;suche
906;906;goal_characteristics_questionnaire_item_3;gcq_16;"<p style='font-weight: bold;font-size: x-large;'>
                                        Um dieses Ziel zu erreichen, muss ich viele Teilziele erreichen. (3/32)</p>";hohe Position in Zielhierarchie;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:00:09.534493+00:00;1;False;;441;Selbstsicherheit
907;907;goal_characteristics_questionnaire_item_3;gcq_16;"<p style='font-weight: bold;font-size: x-large;'>
                                        Um dieses Ziel zu erreichen, muss ich viele Teilziele erreichen. (3/32)</p>";hohe Position in Zielhierarchie;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:00:09.544073+00:00;0.75;False;;443;artz
908;908;goal_characteristics_questionnaire_item_3;gcq_16;"<p style='font-weight: bold;font-size: x-large;'>
                                        Um dieses Ziel zu erreichen, muss ich viele Teilziele erreichen. (3/32)</p>";hohe Position in Zielhierarchie;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:00:09.552271+00:00;0.76;False;;442;karte fertig machen
909;909;goal_characteristics_questionnaire_item_3;gcq_16;"<p style='font-weight: bold;font-size: x-large;'>
                                        Um dieses Ziel zu erreichen, muss ich viele Teilziele erreichen. (3/32)</p>";hohe Position in Zielhierarchie;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:00:09.560163+00:00;0.32;False;;446;schwimmen
910;910;goal_characteristics_questionnaire_item_3;gcq_16;"<p style='font-weight: bold;font-size: x-large;'>
                                        Um dieses Ziel zu erreichen, muss ich viele Teilziele erreichen. (3/32)</p>";hohe Position in Zielhierarchie;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:00:09.567523+00:00;0.22;False;;444;foto
911;911;goal_characteristics_questionnaire_item_3;gcq_16;"<p style='font-weight: bold;font-size: x-large;'>
                                        Um dieses Ziel zu erreichen, muss ich viele Teilziele erreichen. (3/32)</p>";hohe Position in Zielhierarchie;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:00:09.574860+00:00;0;False;;445;suche
912;912;goal_characteristics_questionnaire_item_4;gcq_19;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist ein Schritt in Richtung eines größeren Ziels. (4/32)</p>";niedrige Position in Zielhierarchie;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:00:34.502427+00:00;0.5;False;;441;Selbstsicherheit
913;913;goal_characteristics_questionnaire_item_4;gcq_19;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist ein Schritt in Richtung eines größeren Ziels. (4/32)</p>";niedrige Position in Zielhierarchie;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:00:34.513340+00:00;0.75;False;;443;artz
914;914;goal_characteristics_questionnaire_item_4;gcq_19;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist ein Schritt in Richtung eines größeren Ziels. (4/32)</p>";niedrige Position in Zielhierarchie;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:00:34.521009+00:00;0.74;False;;442;karte fertig machen
915;915;goal_characteristics_questionnaire_item_4;gcq_19;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist ein Schritt in Richtung eines größeren Ziels. (4/32)</p>";niedrige Position in Zielhierarchie;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:00:34.528769+00:00;0.5;False;;446;schwimmen
916;916;goal_characteristics_questionnaire_item_4;gcq_19;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist ein Schritt in Richtung eines größeren Ziels. (4/32)</p>";niedrige Position in Zielhierarchie;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:00:34.536501+00:00;0.91;False;;444;foto
917;917;goal_characteristics_questionnaire_item_4;gcq_19;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist ein Schritt in Richtung eines größeren Ziels. (4/32)</p>";niedrige Position in Zielhierarchie;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:00:34.544089+00:00;1;False;;445;suche
918;918;goal_characteristics_questionnaire_item_5;gcq_22;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel hängt mit anderen Zielen zusammen, an denen ich derzeit in meinem Leben arbeite. (5/32)</p>";Kongruenz zu Zielnetzwerk;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:03:03.726450+00:00;0.76;False;;441;Selbstsicherheit
919;919;goal_characteristics_questionnaire_item_5;gcq_22;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel hängt mit anderen Zielen zusammen, an denen ich derzeit in meinem Leben arbeite. (5/32)</p>";Kongruenz zu Zielnetzwerk;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:03:03.737167+00:00;0.74;False;;443;artz
920;920;goal_characteristics_questionnaire_item_5;gcq_22;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel hängt mit anderen Zielen zusammen, an denen ich derzeit in meinem Leben arbeite. (5/32)</p>";Kongruenz zu Zielnetzwerk;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:03:03.747551+00:00;0.75;False;;442;karte fertig machen
921;921;goal_characteristics_questionnaire_item_5;gcq_22;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel hängt mit anderen Zielen zusammen, an denen ich derzeit in meinem Leben arbeite. (5/32)</p>";Kongruenz zu Zielnetzwerk;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:03:03.757999+00:00;0.07;False;;446;schwimmen
922;922;goal_characteristics_questionnaire_item_5;gcq_22;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel hängt mit anderen Zielen zusammen, an denen ich derzeit in meinem Leben arbeite. (5/32)</p>";Kongruenz zu Zielnetzwerk;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:03:03.766408+00:00;0.69;False;;444;foto
972;972;goal_characteristics_questionnaire_item_14;gcq_82;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel bringt mich aus meiner Komfortzone. (14/32)</p>";Anspruch;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:07:59.336056+00:00;1;False;;441;Selbstsicherheit
923;923;goal_characteristics_questionnaire_item_5;gcq_22;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel hängt mit anderen Zielen zusammen, an denen ich derzeit in meinem Leben arbeite. (5/32)</p>";Kongruenz zu Zielnetzwerk;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];73;2021-11-08 16:03:03.775063+00:00;0.56;False;;445;suche
